app_id,name,category,homepage,upstream_repo,latest_version_upstream,latest_version_flathub,latest_version_arch,latest_version_debian,wayland_score,xlibre_score,confidence,evidence_wayland,evidence_xlibre,toolkit_guess,run_mode_guess,sources_used,notes
qjackctl,qjackctl,A,https://qjackctl.sourceforge.io,,,,1.0.5,0.9.9-1,4,4,0.61,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,arch | debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
qpwgraph,qpwgraph,PipeWire,https://gitlab.freedesktop.org/rncbc/qpwgraph,,,,0.9.9,0.3.9-1+deb12u1,4,4,0.61,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,arch | debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
qutebrowser,qutebrowser,A,https://www.qutebrowser.org/,,,,3.6.3,2.5.3-1,4,4,0.61,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,arch | debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
s-tui,s-tui,Terminal,https://github.com/amanusk/s-tui,,,,1.3.0,1.1.4-1,4,5,0.61,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,arch | debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
scite,scite,Editor,https://www.scintilla.org/SciTE.html,,,,5.5.8,5.3.3-1,4,4,0.61,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,arch | debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
scummvm,scummvm,A,http://www.scummvm.org/,,,,2026.1.0,2.7.0+dfsg-1,4,5,0.61,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,arch | debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
sddm,sddm,QML,https://github.com/sddm/sddm,,,,0.21.0,0.19.0-5,4,5,0.61,Metadata mentions Wayland support,Metadata references X11/Xorg APIs,unknown,native-wayland,arch | debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
shotcut,shotcut,Cross-platform,https://www.shotcut.org,,,,26.2.26,22.12.21+ds-2,4,4,0.61,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,arch | debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
squeekboard,squeekboard,An,https://gitlab.gnome.org/World/Phosh/squeekboard,,,,1.43.1,1.21.0-1,4,5,0.61,Metadata mentions Wayland support,Metadata references X11/Xorg APIs,unknown,native-wayland,arch | debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
sway,sway,Tiling,https://swaywm.org/,,,,1.11,1.7-6,4,5,0.61,Metadata mentions Wayland support,Metadata references X11/Xorg APIs,unknown,native-wayland,arch | debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
swaybg,swaybg,Wallpaper,https://github.com/swaywm/swaybg,,,,1.2.2,1.2.0-1,4,5,0.61,Metadata mentions Wayland support,Metadata references X11/Xorg APIs,unknown,native-wayland,arch | debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
swayidle,swayidle,Idle,https://github.com/swaywm/swayidle,,,,1.9.0,1.8.0-1,4,5,0.61,Metadata mentions Wayland support,Metadata references X11/Xorg APIs,unknown,native-wayland,arch | debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
swaylock,swaylock,Screen,https://github.com/swaywm/swaylock,,,,1.8.4,1.7.2-1,4,5,0.61,Metadata mentions Wayland support,Metadata references X11/Xorg APIs,unknown,native-wayland,arch | debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
vit,vit,Terminal,https://github.com/vit-project/vit,,,,2.3.3,2.2.0-2,4,5,0.61,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,arch | debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
wayland-utils,wayland-utils,Wayland,https://gitlab.freedesktop.org/wayland/wayland-utils,,,,1.3.0,1.1.0-1+b1,4,5,0.61,Metadata mentions Wayland support,Metadata references X11/Xorg APIs,unknown,native-wayland,arch | debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
waypipe,waypipe,A,https://gitlab.freedesktop.org/mstoeckl/waypipe,,,,0.11.0,0.8.4-3,4,5,0.61,Metadata mentions Wayland support,Metadata references X11/Xorg APIs,unknown,native-wayland,arch | debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
wdisplays,wdisplays,Graphical,https://github.com/artizirk/wdisplays,,,,1.1.3,1.1-1+b1,4,5,0.61,Metadata mentions Wayland support,Metadata references X11/Xorg APIs,unknown,native-wayland,arch | debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
weston,weston,Reference,https://wayland.freedesktop.org/,,,,14.0.2,10.0.1-1+b1,4,5,0.61,Metadata mentions Wayland support,Metadata references X11/Xorg APIs,unknown,native-wayland,arch | debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
wev,wev,A,https://git.sr.ht/~sircmpwn/wev,,,,1.1.0,1.0.0-2,4,5,0.61,Metadata mentions Wayland support,Metadata references X11/Xorg APIs,unknown,native-wayland,arch | debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
wlr-randr,wlr-randr,Utility,https://gitlab.freedesktop.org/emersion/wlr-randr,,,,0.5.0,0.2.0-2,4,5,0.61,Metadata mentions Wayland support,Metadata references X11/Xorg APIs,unknown,native-wayland,arch | debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
wlsunset,wlsunset,Day/night,https://sr.ht/~kennylevinsen/wlsunset,,,,0.4.0,0.2.0-2,4,5,0.61,Metadata mentions Wayland support,Metadata references X11/Xorg APIs,unknown,native-wayland,arch | debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
wob,wob,A,https://github.com/francma/wob,,,,0.16,0.14.2-1,4,5,0.61,Metadata mentions Wayland support,Metadata references X11/Xorg APIs,unknown,native-wayland,arch | debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
xdg-desktop-portal-kde,xdg-desktop-portal-kde,A,https://kde.org/plasma-desktop/,,,,6.6.2,5.27.5-2,4,4,0.61,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,arch | debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
xdg-user-dirs-gtk,xdg-user-dirs-gtk,Creates,https://gitlab.gnome.org/GNOME/xdg-user-dirs-gtk,,,,0.16,0.11-1,4,4,0.61,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,arch | debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
autocutsel,autocutsel,x11,,,,,,0.10.1-1,4,5,0.59,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals | Metadata references X11/Xorg APIs,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
barrier,barrier,x11,,,,,,2.4.0+dfsg-3,4,5,0.59,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals | Metadata references X11/Xorg APIs,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
blackbird-gtk-theme,blackbird-gtk-theme,x11,,,,,,0.4+20171213-3,4,5,0.59,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions | Metadata references X11/Xorg APIs,GTK,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
bluebird-gtk-theme,bluebird-gtk-theme,x11,,,,,,1.3-3,4,5,0.59,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions | Metadata references X11/Xorg APIs,GTK,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
boinc-manager,boinc-manager,x11,,,,,,7.20.5+dfsg-1.1,4,5,0.59,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals | Metadata references X11/Xorg APIs,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
cairo-dock-clipper-plug-in,cairo-dock-clipper-plug-in,x11,,,,,,3.4.1+git20201022.a0d3415c-1+b1,4,5,0.59,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals | Metadata references X11/Xorg APIs,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
cairo-dock-terminal-plug-in,cairo-dock-terminal-plug-in,x11,,,,,,3.4.1+git20201022.a0d3415c-1+b1,4,5,0.59,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals | Metadata references X11/Xorg APIs,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
caja-admin,caja-admin,x11,,,,,,0.0.5-1,4,5,0.59,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals | Metadata references X11/Xorg APIs,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
caja-sendto,caja-sendto,x11,,,,,,1.26.1-1.2,4,5,0.59,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals | Metadata references X11/Xorg APIs,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
cliphist,cliphist,wayland,https://github.com/sentriz/cliphist,,,,0.7.0,,4,5,0.59,Metadata mentions Wayland support | Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
compiz-boxmenu,compiz-boxmenu,x11,,,,,,1.1.12-7,4,5,0.59,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals | Metadata references X11/Xorg APIs,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
compiz-gnome,compiz-gnome,x11,,,,,,2:0.8.18-5,4,5,0.59,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions | Metadata references X11/Xorg APIs,GTK,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
compton-conf,compton-conf,x11,,,,,,0.16.0-2,4,5,0.59,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions | Metadata references X11/Xorg APIs,Qt,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
cool-retro-term,cool-retro-term,x11,,,,,,1.2.0+ds2-1+b1,4,5,0.59,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals | Metadata references X11/Xorg APIs,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
deepin-terminal,deepin-terminal,x11,,,,,,5.9.40+dfsg-1,4,5,0.59,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals | Metadata references X11/Xorg APIs,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
drawterm,drawterm,x11,,,,,,20170818-1,4,5,0.59,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals | Metadata references X11/Xorg APIs,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
drawterm-9front,drawterm-9front,x11,,,,,,0~git20220608.bee4db6-3,4,5,0.59,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals | Metadata references X11/Xorg APIs,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
dwayland,dwayland,Qt-style,https://github.com/linuxdeepin/dwayland,,,,5.25.0,,4,4,0.59,Metadata mentions Wayland support | Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
emacs-wayland,emacs-wayland,The,https://www.gnu.org/software/emacs/emacs.html,,,,30.2,,4,4,0.59,Metadata mentions Wayland support | Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
eterm,eterm,x11,,,,,,0.9.6-7,4,5,0.59,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals | Metadata references X11/Xorg APIs,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
fqterm,fqterm,x11,,,,,,0.9.10.1-2,4,5,0.59,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions | Metadata references X11/Xorg APIs,Qt,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
freerdp2-x11,freerdp2-x11,x11,,,,,,2.11.7+dfsg1-6~deb12u1,4,5,0.59,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals | Metadata references X11/Xorg APIs,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
gambas3-gb-qt5-wayland,gambas3-gb-qt5-wayland,kde,,,,,,3.18.0-4,4,4,0.59,Metadata mentions Wayland support | Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
gambas3-gb-qt5-x11,gambas3-gb-qt5-x11,kde,,,,,,3.18.0-4,4,5,0.59,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions | Metadata references X11/Xorg APIs,Qt,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
gexec,gexec,x11,,,,,,0.4-3,4,5,0.59,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions | Metadata references X11/Xorg APIs,GTK,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
glurp,glurp,x11,,,,,,0.12.3-1.1,4,5,0.59,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions | Metadata references X11/Xorg APIs,GTK,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
gmrun,gmrun,x11,,,,,,0.9.2-3,4,5,0.59,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions | Metadata references X11/Xorg APIs,GTK,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
grabc,grabc,x11,,,,,,1.1+git20210125.b9e4316-2,4,5,0.59,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals | Metadata references X11/Xorg APIs,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
grdesktop,grdesktop,x11,,,,,,0.23+d040330-7+b1,4,5,0.59,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals | Metadata references X11/Xorg APIs,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
greybird-gtk-theme,greybird-gtk-theme,x11,,,,,,3.23.2-1,4,5,0.59,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions | Metadata references X11/Xorg APIs,GTK,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
gromit,gromit,x11,,,,,,20041213-9+b3,4,5,0.59,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions | Metadata references X11/Xorg APIs,GTK,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
gromit-mpx,gromit-mpx,x11,,,,,,1.4.3-1,4,5,0.59,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions | Metadata references X11/Xorg APIs,GTK,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
grun,grun,x11,,,,,,0.9.3+git20200303-3,4,5,0.59,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions | Metadata references X11/Xorg APIs,GTK,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
gtimer,gtimer,utils,,,,,,2.0.0-1.2+b2,4,5,0.59,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions | Metadata references X11/Xorg APIs,GTK,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
gtk-3-examples,gtk-3-examples,x11,,,,,,3.24.38-2~deb12u3,4,5,0.59,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions | Metadata references X11/Xorg APIs,GTK,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
